Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Sammaan Capital Ltd,SAMMAANCAP,Home Financing,9921.328143,170.23,8.169803888,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP"
Home First Finance Company India Ltd,HOMEFIRST,Home Financing,9128.410002,1025.35,29.85775031,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST"
India Shelter Finance Corporation Ltd,INDIASHLTR,Home Financing,7790.908336,726.65,31.4657041,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST,INDIASHLTR"
GIC Housing Finance Ltd,GICHSGFIN,Home Financing,1390.973035,258.3,9.190439609,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST,INDIASHLTR,GICHSGFIN"
Reliance Home Finance Ltd,RHFL,Home Financing,193.5384684,3.99,-54.51787842,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST,INDIASHLTR,GICHSGFIN,RHFL"
India Home Loan Ltd,INDIAHOME,Home Financing,48.87216561,34.22,-14.12490336,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST,INDIASHLTR,GICHSGFIN,RHFL,INDIAHOME"
Sahara Housingfina Corporation Ltd,SAHARAHOUS,Home Financing,38.598,55.14,27.18169014,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF,AMRAFIN,ACEMEN,SITAENT,OCTAL,INDOCITY,BHARAT,RAPIDIN,SEVENHILL,BERYLSE,ALEXANDER,RICHUNV,PANAFIC,BCLENTERPR,ANJANIFIN,ESARIND,ARISE,RGF,PYXISFIN,GBFL,GUJINV,INTCAPL,PRIMECAPM,USHAKIRA,RAJATH,GKCONS,JJFINCOR,TASHIND,RAMSONS,VBIND,KUMPFIN,SHRINIWAS,RLFL,MINOLTAF,GSLSEC,CLFL,TFSL,SUNGOLD,RELICTEC,CITIPOR,CINDRELL,JYOTHI,KENFIN,LEADFIN,DHARFIN,SYTIXSE,PEOPLIN,SSPNFIN,NIKKIGL,PASUFIN,GDLLEAS,MUDRA,SUNRINV,ZSWASTSA,MRUTR,SHIVKAMAL,SHYAM,ZNILKENG,LICHSGFIN,PNBHOUSING,APTUS,AAVAS,CANFINHOME,SAMMAANCAP,HOMEFIRST,INDIASHLTR,GICHSGFIN,RHFL,INDIAHOME,SAHARAHOUS"
Life Insurance Corporation Of India,LICI,Insurance,745812.1039,1179.15,18.22795088,LICI
Bajaj Finserv Ltd,BAJAJFINSV,Insurance,260532.1461,1634.8,31.97580523,"LICI,BAJAJFINSV"
SBI Life Insurance Company Ltd,SBILIFE,Insurance,177003.6697,1767.25,93.46580368,"LICI,BAJAJFINSV,SBILIFE"
HDFC Life Insurance Company Ltd,HDFCLIFE,Insurance,153455.3636,713.6,97.48830349,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,Insurance,105940.8307,734.7,124.5366421,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI"
ICICI Lombard General Insurance Company Ltd,ICICIGI,Insurance,98903.42048,2004.35,51.55005524,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI"
General Insurance Corporation of India,GICRE,Insurance,72272.508,411.95,10.80972258,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE"
New India Assurance Company Ltd,NIACL,Insurance,46119.28,279.85,41.30775294,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE,NIACL"
Max Financial Services Ltd,MFSL,Insurance,38067.88482,1103.05,111.9281551,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE,NIACL,MFSL"
Star Health and Allied Insurance Company Ltd,STARHEALTH,Insurance,35259.5221,602.2,41.72675128,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE,NIACL,MFSL,STARHEALTH"
Go Digit General Insurance Ltd,GODIGIT,Insurance,31636.55021,344.7,174.1333675,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE,NIACL,MFSL,STARHEALTH,GODIGIT"
Medi Assist Healthcare Services Ltd,MEDIASSIST,Insurance,4234.729547,602.25,63.25212169,"LICI,BAJAJFINSV,SBILIFE,HDFCLIFE,ICICIPRULI,ICICIGI,GICRE,NIACL,MFSL,STARHEALTH,GODIGIT,MEDIASSIST"
360 One Wam Ltd,360ONE,Investment Banking & Brokerage,39956.76343,1099.15,49.68448966,360ONE
ICICI Securities Ltd,ISEC,Investment Banking & Brokerage,24932.61215,769.85,14.69485419,"360ONE,ISEC"
Angel One Ltd,ANGELONE,Investment Banking & Brokerage,20162.06917,2237.45,17.91355921,"360ONE,ISEC,ANGELONE"
IIFL Finance Ltd,IIFL,Investment Banking & Brokerage,19377.04356,456.8,10.98758381,"360ONE,ISEC,ANGELONE,IIFL"
JM Financial Ltd,JMFINANCIL,Investment Banking & Brokerage,9913.883157,103.73,24.18964268,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL"
Religare Enterprises Ltd,RELIGARE,Investment Banking & Brokerage,8221.046607,248.9,35.2970959,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE"
Choice International Ltd,CHOICEIN,Investment Banking & Brokerage,7952.231415,398.85,61.70739051,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN"
Share India Securities Ltd,SHAREINDIA,Investment Banking & Brokerage,6192.467129,300.95,14.55612601,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA"
Kirloskar Industries Ltd,KIRLOSIND,Investment Banking & Brokerage,5900.578529,5938.05,30.79955386,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND"
Dhani Services Ltd,DHANI,Investment Banking & Brokerage,3157.44442,55.05,-8.415363593,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI"
Abans Holdings Ltd,AHL,Investment Banking & Brokerage,2889.409639,576.2,35.34013746,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL"
Geojit Financial Services Ltd,GEOJITFSL,Investment Banking & Brokerage,2592.804474,108.42,17.89992733,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL"
Dolat Algotech Ltd,DOLATALGO,Investment Banking & Brokerage,2542.496,144.46,16.16130181,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO"
Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage,2432.339435,718.15,19.75263469,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH"
Ugro Capital Ltd,UGROCAP,Investment Banking & Brokerage,2408.69278,262.7,20.18006686,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP"
Pnb Gilts Ltd,PNBGILTS,Investment Banking & Brokerage,2332.931337,129.6,33.61088225,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS"
SMC Global Securities Ltd,SMCGLOBAL,Investment Banking & Brokerage,1577.829,150.7,8.424973302,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL"
Fedders Holding Ltd,FEDDERSHOL,Investment Banking & Brokerage,1511.274345,921.7,16.13919634,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL"
Jaykay Enterprises Ltd,JAYKAY,Investment Banking & Brokerage,1084.740859,92.78,126.132658,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY"
VLS Finance Ltd,VLSFINANCE,Investment Banking & Brokerage,1079.893612,310.35,3.329613701,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE"
Industrial and Prudential Investment Co Ltd,INDPRUD,Investment Banking & Brokerage,1072.277845,6398.45,21.67531524,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD"
Algoquant Fintech Ltd,AQFINTECH,Investment Banking & Brokerage,959.57876,1194.1,96.343249,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH"
Aditya Birla Money Ltd,BIRLAMONEY,Investment Banking & Brokerage,954.6664417,168.94,18.01937414,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY"
Investment Trust of India Ltd,THEINVEST,Investment Banking & Brokerage,919.4630192,176,49.51335591,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST"
